,airport_id,city,state,name,lat,lng
0,10165,adak island, AK,adak,51.88,-176.6580556
1,10299,anchorage, AK,ted stevens anchorage international,61.17588629999999,-149.9900792
2,10304,aniak, AK,aniak airport,61.5807992,-159.5425825
3,10754,barrow, AK,wiley post/will rogers memorial,71.2874212,-156.7802701
4,10551,bethel, AK,bethel airport,60.77972200000001,-161.8377779
5,10926,cordova, AK,merle k mudhole smith,60.4934354,-145.4757287
6,14709,deadhorse, AK,deadhorse airport,70.1984121,-148.4611183
7,11336,dillingham, AK,dillingham airport,59.0420062,-158.508371
8,11630,fairbanks, AK,fairbanks international,64.8164163,-147.8635168
9,11997,gustavus, AK,gustavus airport,58.422469,-135.7030421
10,12523,juneau, AK,juneau international,58.3579806,-134.5831791
11,12819,ketchikan, AK,ketchikan international,55.3554106,-131.7105604
12,10245,king salmon, AK,king salmon airport,58.67666699999999,-156.649167
13,10170,kodiak, AK,kodiak airport,57.7543254,-152.516958
14,13970,kotzebue, AK,ralph wien memorial,66.8913694,-162.6024888
15,13873,nome, AK,nome airport,64.5099347,-165.4435152
16,14256,petersburg, AK,petersburg james a johnson,56.8016796,-132.9482065
17,14828,sitka, AK,sitka rocky gutierrez,57.05271949999999,-135.3651389
18,12807,st. mary's, AK,st. mary's airport,42.956899,-87.918669
19,11445,unalaska, AK,unalaska airport,53.8983407,-166.5442157
20,15841,wrangell, AK,wrangell airport,56.4850237,-132.3795998
21,15991,yakutat, AK,yakutat airport,59.5099391,-139.6686314
22,10599,birmingham, AL,birmingham-shuttlesworth international,33.5624269,-86.754126
23,11308,dothan, AL,dothan regional,31.3148738,-85.44872099999999
24,12217,huntsville, AL,huntsville international-carl t jones field,34.6403329,-86.77568989999999
25,13422,mobile, AL,mobile regional,30.6919046,-88.2441578
26,13277,montgomery, AL,montgomery regional,32.3050713,-86.3906353
27,15919,fayetteville, AR,northwest arkansas regional,36.2786587,-94.30429400000001
28,11778,fort smith, AR,fort smith regional,35.3380696,-94.3635085
29,12992,little rock, AR,adams field,34.7307049,-92.2216531
30,15401,texarkana, AR,texarkana regional-webb field,33.4568776,-93.9941485
31,11695,flagstaff, AZ,flagstaff pulliam,35.1401934,-111.6708808
32,11869,grand canyon, AZ,grand canyon national park,35.9526026,-112.1444184
33,14107,phoenix, AZ,phoenix sky harbor international,33.4372686,-112.0077881
34,15376,tucson, AZ,tucson international,32.1145102,-110.9392269
35,16218,yuma, AZ,yuma mcas/yuma international,32.6563828,-114.5814686
36,10157,arcata/eureka, CA,arcata,40.9709197,-124.1065825
37,10561,bakersfield, CA,meadows field,35.4329123,-119.056618
38,10800,burbank, CA,bob hope,34.1983122,-118.3574036
39,11041,carlsbad, CA,mcclellan-palomar,33.1268216,-117.2792408
40,11002,chico, CA,chico municipal,39.7990801,-121.8548167
41,10910,concord, CA,buchanan field,37.9902157,-122.0561317
42,10930,crescent city, CA,jack mcnamara field,41.7723327,-124.237682
43,12363,el centro, CA,imperial county,32.835205,-115.5723977
44,11638,fresno, CA,fresno yosemite international,36.7758493,-119.7181083
45,12436,inyokern, CA,inyokern airport,35.6525663,-117.8272962
46,15383,lake tahoe, CA,lake tahoe airport,38.8924978,-119.998087
47,12954,long beach, CA,long beach airport,33.8176974,-118.1523845
48,12892,los angeles, CA,los angeles international,33.9415889,-118.40853
49,13388,mammoth lakes, CA,mammoth lakes airport,37.6244629,-118.8388538
50,13424,modesto, CA,modesto city-county-harry sham field,37.6269954,-120.9560394
51,13476,monterey, CA,monterey peninsula,36.588269,-121.8491091
52,13796,oakland, CA,metropolitan oakland international,37.7125689,-122.2197428
53,13891,ontario, CA,ontario international,34.0559781,-117.598057
54,13988,oxnard/ventura, CA,oxnard,34.1985056,-119.2065106
55,14262,palm springs, CA,palm springs international,33.8303194,-116.5070468
56,14162,palmdale, CA,palmdale usaf plant 42,34.6319268,-118.088878
57,14487,redding, CA,redding municipal,40.5058184,-122.2996775
58,14893,sacramento, CA,sacramento international,38.6950854,-121.5900648
59,14679,san diego, CA,san diego international,32.7338006,-117.1933038
60,14771,san francisco, CA,san francisco international,37.6213129,-122.3789554
61,14831,san jose, CA,norman y. mineta san jose international,37.3639472,-121.9289375
62,14698,san luis obispo, CA,san luis county regional,35.2374865,-120.6409032
63,14908,santa ana, CA,john wayne airport-orange county,33.6761901,-117.8674759
64,14689,santa barbara, CA,santa barbara municipal,34.4271935,-119.8398835
65,14905,santa maria, CA,santa maria public/capt. g. allan hancock field,34.8991411,-120.4477733
66,14716,stockton, CA,stockton metropolitan,37.8968929,-121.2514811
67,15601,visalia, CA,visalia municipal,36.3266887,-119.3986334
68,10372,aspen, CO,aspen pitkin county sardy field,39.2196304,-106.8643335
69,11109,colorado springs, CO,city of colorado springs municipal,38.801712,-104.7026039
70,11292,denver, CO,denver international,39.8560963,-104.6737376
71,11413,durango, CO,durango la plata county,37.1506067,-107.7532559
72,11503,eagle, CO,eagle county regional,39.6425637,-106.9145481
